Time,x,y,z
1,0.21,-1.47,0.28
2,0.21,-1.47,0.42
3,0.14,-1.61,0.42
4,0.42,-1.61,0.35
5,0.42,-1.61,0.49
6,0.49,-1.61,0.42
7,0.56,-1.75,0.28
8,0.70,-1.68,0.35
9,0.63,-1.75,0.42
10,0.70,-1.68,0.35
11,0.77,-1.61,0.49
12,0.70,-1.68,0.42
13,0.77,-1.61,0.42
14,0.56,-1.68,0.21
15,0.70,-1.75,0.35
16,0.56,-1.68,0.21
17,0.56,-1.61,0.42
18,0.70,-1.61,0.42
19,0.63,-1.61,0.28
20,0.63,-1.54,0.42
21,0.56,-1.68,0.42
22,0.63,-1.68,0.56
23,0.49,-1.75,0.42
24,0.56,-1.61,0.28
25,0.49,-1.68,0.49
26,0.70,-1.61,0.28
27,0.77,-1.61,0.35
28,0.63,-1.61,0.42
29,0.77,-1.61,0.42
30,0.42,-1.68,0.28
31,0.49,-1.54,0.28
32,0.42,-1.61,0.28
33,0.35,-1.54,0.35
34,0.49,-1.54,0.42
35,0.42,-1.47,0.42
36,0.63,-1.54,0.63
37,0.42,-1.68,0.35
38,0.49,-1.61,0.35
39,0.49,-1.61,0.28
40,0.70,-1.75,0.42
41,0.91,-1.68,0.49
42,0.63,-1.61,0.35
43,0.77,-1.75,0.35
44,0.77,-1.75,0.35
45,0.77,-1.75,0.49
46,0.70,-1.61,0.42
47,0.70,-1.68,0.28
48,0.77,-1.61,0.42
49,0.56,-1.68,0.28
50,0.56,-1.75,0.42
51,0.35,-1.68,0.49
52,0.42,-1.68,0.42
53,0.42,-1.54,0.42
54,0.35,-1.61,0.35
55,0.49,-1.40,0.42
56,0.49,-1.54,0.35
57,0.63,-1.47,0.28
58,0.42,-1.68,0.35
59,0.49,-1.61,0.49
60,0.49,-1.54,0.42
61,0.49,-1.68,0.42
62,0.56,-1.54,0.42
63,0.63,-1.68,0.28
64,0.63,-1.61,0.28
65,0.63,-1.61,0.42
66,0.63,-1.68,0.35
67,0.49,-1.54,0.35
68,0.56,-1.61,0.42
69,0.42,-1.47,0.49
70,0.42,-1.54,0.49
71,0.35,-1.47,0.42
72,0.42,-1.61,0.28
73,0.49,-1.61,0.28
74,0.49,-1.61,0.56
75,0.42,-1.75,0.35
76,0.63,-1.75,0.28
77,0.77,-1.75,0.42
78,0.91,-1.82,0.42
79,0.91,-1.75,0.42
80,0.84,-1.82,0.28
81,0.91,-1.82,0.42
82,0.77,-1.89,0.42
83,0.70,-1.68,0.49
84,0.70,-1.61,0.49
