Time,x,y,z
1,5.46,-4.41,0.28
2,5.46,-4.41,0.42
3,4.34,-3.78,0.42
4,3.43,-2.87,0.35
5,1.40,-2.24,0.42
6,0.28,-1.12,0.42
7,-1.82,-0.42,0.35
8,-3.50,0.56,0.42
9,-3.99,0.91,0.42
10,-4.34,1.12,0.35
11,-3.85,0.77,0.42
12,-2.80,0.35,0.35
13,-1.82,-0.70,0.28
14,0.28,-1.26,0.35
15,2.31,-2.45,0.21
16,3.50,-3.01,0.35
17,4.90,-3.78,0.42
18,5.18,-4.34,0.35
19,5.18,-4.13,0.35
20,4.83,-3.78,0.63
21,3.50,-3.36,0.49
22,1.47,-2.38,0.42
23,0.56,-1.82,0.35
24,-1.33,-0.56,0.42
25,-2.24,0.14,0.42
26,-3.57,0.49,0.35
27,-3.71,0.77,0.35
28,-3.57,0.77,0.35
29,-2.73,0.14,0.28
30,-1.68,-0.28,0.28
31,0.07,-1.12,0.28
32,1.19,-1.75,0.28
33,2.87,-2.73,0.42
34,3.57,-3.57,0.28
35,4.62,-3.78,0.35
36,4.48,-3.85,0.42
37,4.20,-3.85,0.42
38,3.08,-3.08,0.35
39,2.45,-2.73,0.35
40,0.63,-1.75,0.49
41,-0.35,-0.77,0.28
42,-1.96,0.00,0.35
43,-3.15,0.35,0.49
44,-3.36,0.70,0.42
45,-3.36,0.49,0.28
46,-2.45,0.07,0.21
47,-1.54,-0.35,0.35
48,0.00,-1.12,0.35
49,1.05,-2.17,0.21
50,2.38,-2.59,0.14
51,3.36,-3.36,0.28
52,4.27,-3.43,0.49
53,4.27,-3.57,0.21
54,4.06,-3.50,0.42
55,3.08,-3.08,0.35
56,2.24,-2.31,0.42
57,0.63,-1.75,0.35
58,-0.07,-1.05,0.42
59,-1.61,-0.42,0.42
60,-2.66,0.07,0.42
61,-2.94,0.21,0.49
62,-3.01,0.21,0.21
63,-2.52,-17.71,0.28
64,-1.54,-0.35,0.28
65,-0.70,-1.05,0.42
66,0.70,-1.61,0.28
67,1.47,-2.38,0.35
68,2.94,-2.73,0.49
69,3.64,-3.29,0.28
70,3.85,-3.43,0.49
71,3.64,-3.29,0.35
72,3.36,-2.87,0.49
73,2.10,-2.80,0.21
74,1.54,-1.96,0.42
75,0.00,-1.05,0.35
76,-1.26,-0.49,0.35
77,-2.10,-0.14,0.42
78,-2.52,-0.07,0.28
79,-2.45,-0.07,0.42
80,-1.75,-0.28,0.35
81,-1.33,-0.56,0.42
82,0.00,-1.26,0.35
83,0.63,-1.96,0.35
84,1.89,-2.38,0.35
85,2.66,-2.80,0.42
86,3.43,-3.01,0.42
87,3.64,-3.15,0.35
88,3.29,-3.22,0.28
89,2.52,-2.73,0.42
90,1.89,-2.17,0.49
91,0.77,-1.82,0.42
92,-17.78,-1.12,0.35
93,-0.91,-0.84,0.35
94,-1.82,-0.35,0.35
95,-2.31,-0.28,0.35
96,-2.24,-0.14,0.28
97,-1.68,-0.28,0.42
98,-1.12,-0.91,0.35
99,-0.14,-1.12,0.35
100,0.42,-1.96,0.28
101,1.75,-2.17,0.42
102,2.59,-2.66,0.28
103,3.08,-2.80,0.35
104,2.94,-3.08,0.35
105,2.94,-2.80,0.21
106,2.38,-2.59,0.42
107,1.96,-2.17,0.42
108,0.77,-1.82,0.28
109,-0.21,-1.19,0.42
110,-0.63,-0.98,0.28
111,-1.68,-0.56,0.42
112,-1.75,-0.56,0.42
113,-1.75,-0.42,0.42
114,-1.54,-0.49,0.28
115,-0.91,-0.56,0.42
116,0.00,-1.33,0.49
117,0.49,-1.82,0.28
118,1.54,-2.10,0.42
119,2.38,-2.59,0.42
120,2.66,-2.66,0.28
121,2.73,-2.80,0.35
122,2.52,-2.80,0.35
123,2.24,-2.45,0.28
124,1.47,-2.10,0.49
125,0.91,-1.61,0.35
126,-0.07,-1.26,0.49
127,-0.98,-0.77,0.49
128,-1.33,-0.77,0.42
129,-1.61,-0.49,0.42
130,-1.54,-0.49,0.21
131,-1.12,-0.63,0.49
132,-0.91,-1.05,0.42
133,-0.21,-1.33,0.21
134,0.35,-1.75,0.42
135,1.19,-1.96,0.42
136,2.10,-2.38,0.42
137,2.24,-2.59,0.35
138,2.59,-2.59,0.35
139,2.52,-2.66,0.28
140,2.03,-2.31,0.35
141,1.33,-1.96,0.49
142,0.84,-1.61,0.28
143,0.07,-1.40,0.28
144,-0.56,-1.05,0.35
145,-1.12,-0.84,0.28
146,-1.12,-0.63,0.28
147,-1.19,-0.70,0.49
148,-0.98,-0.84,0.35
149,-0.42,-1.12,0.42
150,-0.07,-1.47,0.35
151,0.84,-1.61,0.42
152,1.19,-1.96,0.35
153,1.82,-2.24,0.42
154,2.10,-2.45,0.28
155,2.17,-2.52,0.42
156,2.03,-2.31,0.35
157,1.96,-2.17,0.35
158,1.33,-1.96,0.35
159,0.98,-1.75,0.28
160,0.28,-1.47,0.42
161,-0.42,-1.12,0.35
162,-0.70,-1.05,0.28
163,-1.05,-0.77,0.42
164,-0.91,-0.91,0.49
165,-0.77,-0.91,0.42
166,-0.56,-1.12,0.35
167,0.00,-1.26,0.42
168,0.70,-1.61,0.35
169,1.05,-1.75,0.28
170,1.40,-2.31,0.28
171,1.75,-2.24,0.35
172,2.03,-2.24,0.42
173,2.10,-2.24,0.42
174,1.82,-2.17,0.35
175,1.26,-2.10,0.35
176,1.05,-1.82,0.35
177,0.28,-1.68,0.42
178,0.14,-1.33,0.42
179,-0.42,-1.12,0.35
180,-0.63,-1.05,0.49
181,-0.63,-0.84,0.35
182,-0.56,-1.05,0.28
183,-0.42,-1.05,0.35
184,-0.07,-1.33,0.35
185,0.35,-1.54,0.28
186,0.77,-1.61,0.35
187,0.98,-1.96,0.42
188,1.61,-2.17,0.35
189,1.68,-2.31,0.35
190,1.82,-2.17,0.35
191,1.61,-2.10,0.28
192,1.54,-1.96,0.28
193,0.91,-1.89,0.28
194,0.77,-1.54,0.35
195,0.14,-1.47,0.35
196,-0.07,-1.12,0.35
197,-0.28,-1.05,0.35
198,-0.56,-1.12,0.42
199,-0.42,-1.19,0.42
200,-0.49,-1.12,0.35
201,-0.28,-1.47,0.35
202,0.07,-1.40,0.42
203,0.56,-1.68,0.35
204,1.05,-1.75,0.21
205,1.19,-2.10,0.28
206,1.47,-2.10,0.42
207,1.54,-2.17,0.35
208,1.54,-2.10,0.42
209,1.40,-2.03,0.28
210,1.12,-1.82,0.35
211,0.84,-1.75,0.42
212,0.28,-1.61,0.35
213,0.35,-1.33,0.42
214,-0.28,-1.26,0.42
215,-0.28,-1.19,0.42
216,-0.49,-1.12,0.21
217,-0.35,-1.26,0.35
218,0.00,-1.12,0.42
219,0.21,-1.47,0.35
220,0.42,-1.40,0.28
221,0.63,-1.82,0.35
222,0.98,-1.82,0.35
223,1.19,-1.96,0.35
224,1.40,-2.10,0.49
225,1.40,-2.03,0.35
226,1.33,-2.03,0.35
227,1.26,-1.89,0.42
228,0.84,-1.82,0.49
229,0.77,-1.75,0.49
230,0.42,-1.40,0.42
231,0.00,-1.33,0.49
232,-0.07,-1.19,0.35
233,-0.42,-1.26,0.21
234,-0.21,-1.26,0.56
235,-0.07,-1.19,0.49
236,0.28,-1.40,0.49
237,0.35,-1.40,0.42
238,0.70,-1.75,0.42
239,0.91,-1.82,0.35
240,1.12,-1.89,0.35
241,1.26,-2.03,0.28
242,1.26,-2.03,0.35
243,1.26,-1.96,0.42
244,1.12,-1.89,0.49
245,0.91,-1.82,0.49
246,0.84,-1.68,0.42
247,0.35,-1.54,0.42
248,0.28,-1.47,0.28
249,-0.21,-1.33,0.42
250,-0.07,-1.19,0.42
251,-0.21,-1.26,0.49
252,-0.07,-1.33,0.42
253,0.07,-1.26,0.42
254,0.21,-1.54,0.35
255,0.42,-1.68,0.28
256,0.70,-1.61,0.28
257,0.91,-2.38,-0.21
258,43.05,-0.98,-5.25
259,-27.58,-6.37,-1.82
260,-31.01,-11.48,8.61
261,-15.05,-2.38,7.70
262,-8.19,1.26,-2.87
263,0.77,0.28,-3.85
264,21.21,6.58,-3.43
265,16.66,2.87,-3.01
266,4.13,-5.18,-1.12
267,-1.47,-2.45,3.43
268,-25.76,-3.92,4.13
269,-11.62,-1.19,3.43
270,8.33,2.52,-3.78
271,33.95,-0.91,-6.93
272,31.92,-4.69,-3.36
273,14.00,-6.65,1.47
274,-8.40,-7.07,3.64
275,-21.21,-5.88,3.78
276,-21.21,-2.87,4.55
277,-7.28,0.77,1.96
278,-0.21,0.91,-2.66
279,17.01,2.31,-2.94
280,17.71,3.43,-2.38
281,-4.06,2.03,-0.98
282,-13.51,2.31,2.80
283,-21.00,2.03,3.36
284,-17.85,-1.61,2.45
285,16.45,0.21,-1.05
286,23.03,-0.98,-4.48
287,24.01,-5.25,-3.08
288,21.07,-5.95,1.05
289,2.87,-7.84,1.61
290,-5.95,-7.63,3.15
291,-5.18,-6.23,3.64
292,-1.47,-4.76,1.19
293,3.08,-3.64,-1.05
294,11.27,0.28,-1.19
295,6.86,1.68,-0.91
296,-8.05,2.52,0.07
297,-14.77,3.99,2.59
298,-20.51,3.99,2.38
299,-10.99,4.13,0.21
300,-5.04,3.50,-0.70
301,5.81,0.91,-0.70
302,10.15,-0.07,-3.36
303,38.78,0.63,-5.46
304,-1.19,-10.64,0.14
305,-25.97,-12.25,5.39
306,-1.61,-6.86,7.49
307,-11.41,-5.95,0.56
308,14.70,-3.08,-1.96
309,28.56,0.91,-5.04
310,19.67,-2.45,-3.99
311,16.94,-2.52,0.07
312,-7.56,-1.54,2.45
313,-43.61,-2.31,5.04
314,-31.01,1.05,3.43
315,-1.33,6.58,-0.91
316,19.18,5.74,-7.70
317,27.44,2.52,-7.00
318,21.35,-3.92,0.49
319,2.38,-4.97,2.31
320,-11.55,-5.53,3.64
321,-22.75,-5.39,4.76
322,-9.87,-3.08,3.64
323,0.00,-2.73,-1.33
324,20.02,-3.85,-2.45
325,27.02,-1.54,-2.80
326,11.55,-2.24,-1.68
327,-1.68,-1.26,2.10
328,-16.59,0.84,3.43
329,-27.02,-0.42,3.43
330,-16.31,0.63,1.05
331,8.47,3.22,-1.75
332,12.81,0.42,-3.78
333,16.66,0.77,-2.52
334,12.88,-1.40,0.00
335,-6.09,-3.50,0.98
336,-9.45,-4.20,3.36
337,-6.37,-4.48,1.75
338,2.94,-5.53,0.14
339,11.83,-4.55,-1.33
340,18.20,-3.08,-1.82
341,12.74,-3.15,-0.70
342,-1.40,-2.17,0.98
343,-14.42,-1.19,3.08
344,-14.91,-0.49,1.47
345,-6.51,1.96,0.42
346,-2.52,2.10,-0.56
347,3.01,1.96,-0.91
348,1.82,1.54,-0.84
349,-1.89,-0.07,0.63
350,-4.20,-0.77,1.26
351,-3.36,-3.15,1.05
352,0.49,-4.41,0.42
353,11.90,-4.97,0.14
354,13.09,-5.46,-0.84
355,10.43,-5.74,-0.35
356,8.89,-4.20,0.70
357,0.42,-4.06,0.70
358,-2.80,-2.94,1.40
359,-1.54,-1.68,1.19
360,-1.89,-0.42,0.00
361,-2.10,0.49,-0.07
362,-3.01,2.59,0.00
363,-6.72,2.17,0.49
364,-10.08,2.24,0.84
365,-8.26,1.82,0.70
366,-5.25,0.63,0.35
367,2.80,-0.91,-0.07
368,5.74,-1.75,0.00
369,6.02,-4.20,0.14
370,6.37,-4.97,0.63
371,6.44,-5.67,0.63
372,5.53,-6.16,0.70
373,7.98,-5.74,0.49
374,9.17,-4.90,0.14
375,6.23,-4.48,0.14
376,3.01,-2.17,0.49
377,-0.56,-1.33,0.70
378,-6.44,0.28,0.84
379,-6.86,2.17,0.63
380,-8.05,2.31,0.42
381,-7.77,2.59,0.21
382,-4.76,2.66,0.07
383,-4.69,1.61,0.00
384,-4.06,1.05,0.28
385,-1.12,-0.35,0.42
386,-0.35,-2.87,0.21
387,4.34,-3.50,0.14
388,7.56,-4.62,0.14
389,8.96,-5.39,0.07
390,9.45,-5.39,0.35
391,8.12,-5.18,0.56
392,3.43,-4.90,0.56
393,2.52,-3.08,0.77
394,0.84,-2.38,0.70
395,-0.91,-0.84,0.35
396,-2.10,0.35,0.56
397,-5.67,1.54,0.21
398,-7.42,1.75,0.49
399,-7.21,2.45,0.63
400,-7.14,1.68,0.35
401,-4.90,1.19,0.14
402,-1.89,0.07,0.07
403,1.12,-1.05,17.78
404,4.27,-2.73,0.21
405,5.60,-3.36,0.35
406,6.09,-4.97,0.28
407,6.93,-5.32,0.49
408,8.26,-5.32,0.56
409,7.28,-5.32,0.42
410,5.67,-4.69,0.56
411,2.52,-3.22,0.63
412,0.07,-2.38,0.70
413,-2.73,-0.56,0.77
414,-3.92,0.35,0.56
415,-6.51,1.26,0.42
416,-6.16,2.24,0.49
417,-5.74,2.17,0.28
418,-5.74,1.61,0.21
419,-3.43,1.26,0.35
420,-1.26,-0.28,0.28
421,0.07,-1.33,0.28
422,4.48,-2.87,0.21
423,5.81,-4.55,0.14
424,7.63,-4.97,0.28
425,8.26,-5.46,0.28
