Time,x,y,z
1,0.35,-1.68,0.35
2,0.49,-1.61,0.49
3,0.42,-1.54,0.42
4,0.56,-1.54,0.35
5,0.42,-1.61,0.35
6,0.56,-1.54,0.42
7,0.42,-1.54,0.42
8,0.42,-1.75,0.35
9,0.63,-1.61,0.35
10,0.84,-1.54,0.35
11,0.91,-1.68,0.35
12,0.70,-1.75,0.21
13,0.70,-1.54,0.35
14,0.56,-1.54,0.42
15,0.49,-1.47,0.35
16,0.49,-1.54,0.35
17,0.56,-1.68,0.28
18,0.77,-1.68,0.28
19,0.70,-1.82,0.28
20,0.84,-1.68,0.42
21,0.56,-1.61,0.35
22,0.42,-1.61,0.35
23,0.28,-1.61,0.28
24,0.28,-1.68,0.21
25,0.42,-1.68,0.42
26,0.63,-1.61,0.35
27,0.77,-1.68,0.28
28,0.63,-1.61,0.28
29,0.56,-1.68,0.28
30,0.42,-1.54,0.35
31,0.35,-1.54,0.35
32,0.49,-1.61,0.35
33,0.77,-1.54,0.28
34,0.98,-1.54,0.35
35,0.84,-1.61,0.35
36,0.77,-1.61,0.28
37,0.49,-1.54,0.35
38,0.42,-1.61,0.49
39,0.56,-1.47,0.35
40,0.42,-1.68,0.35
41,0.77,-1.61,0.49
42,0.77,-1.68,0.28
43,0.77,-1.61,0.42
44,0.35,-1.54,0.28
45,0.07,-1.61,0.28
46,0.21,-1.40,0.28
47,0.35,-1.54,0.21
48,0.70,-1.61,0.28
49,0.70,-1.61,0.28
50,0.91,-1.68,0.42
51,0.63,-1.61,0.35
52,0.49,-1.61,0.42
53,0.35,-1.54,0.42
54,0.28,-1.54,0.35
55,0.49,-1.54,0.35
56,0.49,-1.61,0.28
57,0.70,-1.75,0.42
58,0.77,-1.75,0.35
59,0.98,-1.61,0.21
60,0.49,-1.61,0.42
61,-0.07,-1.68,0.49
62,0.21,-1.54,0.35
63,0.84,-1.54,0.21
64,0.91,-1.75,0.42
65,0.56,-1.75,0.35
66,0.70,-1.75,0.35
67,0.70,-1.47,0.28
68,0.49,-1.54,0.28
69,0.35,-1.54,0.35
70,0.07,-1.61,0.42
71,0.42,-1.61,0.42
72,0.84,-1.68,0.28
73,1.05,-1.68,0.35
74,0.91,-1.75,0.35
75,0.63,-1.61,0.42
76,0.49,-1.54,0.42
77,0.35,-1.54,0.28
78,0.49,-1.75,0.35
79,0.42,-1.75,0.21
80,0.63,-1.75,0.35
81,0.77,-1.54,0.35
82,0.56,-1.61,0.35
83,0.42,-1.68,0.42
84,0.42,-1.68,0.28
85,0.35,-1.40,0.35
86,0.28,-1.47,0.49
87,0.42,-1.61,0.63
88,0.56,-1.68,0.42
89,0.91,-1.54,0.35
90,0.77,-1.61,0.35
91,0.28,-1.68,0.35
92,0.21,-1.61,0.49
93,0.42,-1.61,0.28
94,0.77,-1.47,0.42
95,0.70,-1.68,0.14
96,0.84,-1.75,0.42
97,0.63,-1.68,0.42
98,0.70,-1.40,0.42
99,0.63,-1.54,0.21
100,0.35,-1.61,0.21
101,0.49,-1.61,0.35
102,0.42,-1.68,0.35
103,0.56,-1.61,0.28
104,0.63,-1.68,0.42
105,0.84,-1.47,0.35
106,0.70,-1.61,0.21
107,0.35,-1.82,0.35
108,0.35,-1.54,0.35
109,0.42,-1.61,0.42
110,0.56,-1.68,0.42
111,0.63,-1.75,0.28
112,0.63,-1.82,0.28
113,0.56,-1.75,0.35
114,0.42,-1.61,0.35
115,0.63,-1.54,0.42
116,0.42,-1.68,0.28
117,0.42,-1.68,0.42
118,0.49,-1.68,0.35
119,0.56,-1.68,0.42
120,0.63,-1.75,0.42
121,0.63,-1.68,0.42
