time,x,y,z
0.0,0.63,-1.68,0.35
6.299931555986404e-06,0.42,-1.61,0.21
7.899943739175797e-06,0.7,-1.54,0.42
8.999952115118504e-06,0.63,-1.61,0.42
9.899958968162537e-06,0.63,-1.68,0.35
1.079996582120657e-05,0.49,-1.75,0.28
1.1499971151351929e-05,0.56,-1.68,0.21
1.209997572004795e-05,0.63,-1.54,0.35
1.2899981811642647e-05,0.63,-1.54,0.42
1.3599987141788006e-05,0.49,-1.61,0.35
1.4399993233382702e-05,0.56,-1.75,0.28
1.5300000086426735e-05,0.63,-1.61,0.35
1.5900004655122757e-05,0.49,-1.61,0.35
1.6600009985268116e-05,0.56,-1.61,0.28
1.7300015315413475e-05,0.56,-1.54,0.35
1.7900019884109497e-05,0.42,-1.61,0.14
1.8600025214254856e-05,0.56,-1.54,0.35
1.950003206729889e-05,0.42,-1.75,0.35
2.0200037397444248e-05,0.63,-1.61,0.35
2.080004196614027e-05,0.7,-1.61,0.28
2.1499930880963802e-05,0.49,-1.61,0.28
2.2399937734007835e-05,0.63,-1.61,0.21
2.329994458705187e-05,0.77,-1.54,0.56
2.389994915574789e-05,0.7,-1.61,0.49
2.4699955247342587e-05,0.63,-1.61,0.35
2.5799963623285294e-05,0.7,-1.47,0.42
2.659996971487999e-05,0.7,-1.54,0.35
2.7499976567924023e-05,0.63,-1.61,0.35
2.8699985705316067e-05,0.63,-1.68,0.35
2.9799994081258774e-05,0.7,-1.68,0.35
3.0800001695752144e-05,0.56,-1.68,0.28
3.1800009310245514e-05,0.63,-1.54,0.35
3.260001540184021e-05,0.63,-1.61,0.35
3.430002834647894e-05,0.56,-1.68,0.35
3.490003291517496e-05,0.56,-1.54,0.28
3.550003748387098e-05,0.49,-1.54,0.35
3.620004281401634e-05,0.49,-1.54,0.35
3.679993096739054e-05,0.63,-1.61,0.28
3.739993553608656e-05,0.49,-1.61,0.35
3.799994010478258e-05,0.49,-1.75,0.28
3.85999446734786e-05,0.56,-1.61,0.14
3.9599952287971973e-05,0.77,-1.47,0.49
4.0199956856667995e-05,0.63,-1.68,0.28
4.079996142536402e-05,0.56,-1.61,0.49
4.139996599406004e-05,0.7,-1.54,0.42
4.20999713242054e-05,0.56,-1.61,0.35
4.269997589290142e-05,0.63,-1.61,0.28
4.329998046159744e-05,0.56,-1.68,0.35
4.39999857917428e-05,0.63,-1.68,0.21
4.4599990360438824e-05,0.56,-1.54,0.42
4.5199994929134846e-05,0.49,-1.61,0.28
4.5900000259280205e-05,0.56,-1.61,0.35
4.680000711232424e-05,0.56,-1.54,0.42
4.7900015488266945e-05,0.56,-1.61,0.28
4.850002005696297e-05,0.56,-1.61,0.35
4.910002462565899e-05,0.7,-1.61,0.42
4.980002995580435e-05,0.7,-1.47,0.42
5.040003452450037e-05,0.49,-1.61,0.35
5.110003985464573e-05,0.49,-1.68,0.28
5.1699928008019924e-05,0.49,-1.61,0.21
5.2299932576715946e-05,0.63,-1.54,0.35
5.289993714541197e-05,0.63,-1.61,0.28
5.349994171410799e-05,0.49,-1.68,0.35
5.409994628280401e-05,0.7,-1.68,0.28
5.4699950851500034e-05,0.7,-1.47,0.28
5.5999960750341415e-05,0.63,-1.54,0.35
5.659996531903744e-05,0.56,-1.68,0.35
5.759997293353081e-05,0.42,-1.61,0.28
5.8299978263676167e-05,0.63,-1.47,0.35
5.909998435527086e-05,0.56,-1.61,0.28
5.9999991208314896e-05,0.56,-1.61,0.28
6.0999998822808266e-05,0.49,-1.54,0.42
6.200000643730164e-05,0.49,-1.68,0.28
6.280001252889633e-05,0.56,-1.68,0.28
6.340001709759235e-05,0.49,-1.68,0.35
6.400002166628838e-05,0.56,-1.61,0.35
6.480002775788307e-05,0.63,-1.54,0.21
6.660004146397114e-05,0.56,-1.61,0.21
6.739993114024401e-05,0.7,-1.54,0.49
6.799993570894003e-05,0.63,-1.68,0.35
6.889994256198406e-05,0.63,-1.61,0.35
6.949994713068008e-05,0.63,-1.47,0.42
7.039995398372412e-05,0.77,-1.47,0.35
7.109995931386948e-05,0.56,-1.54,0.35
7.16999638825655e-05,0.63,-1.54,0.42
7.239996921271086e-05,0.7,-1.47,0.42
7.309997454285622e-05,0.63,-1.54,0.42
7.369997911155224e-05,0.7,-1.68,0.49
7.449998520314693e-05,0.63,-1.54,0.35
7.529999129474163e-05,0.56,-1.61,0.35
7.6299998909235e-05,0.49,-1.68,0.28
7.690000347793102e-05,0.56,-1.54,0.49
7.780001033097506e-05,0.63,-1.54,0.42
