Time,x,y,z
1,0.42,-1.68,0.28
2,0.56,-1.61,0.35
3,0.56,-1.54,0.42
4,0.63,-1.54,0.35
5,0.56,-1.54,0.28
6,0.42,-1.47,0.28
7,0.56,-1.54,0.42
8,0.56,-1.61,0.42
9,0.56,-1.47,0.42
10,0.49,-1.61,0.42
11,0.77,-1.47,0.49
12,0.49,-1.61,0.35
13,0.70,-1.54,0.35
14,0.49,-1.61,0.35
15,0.63,-1.47,0.49
16,0.56,-1.54,0.35
17,0.42,-1.82,0.42
18,0.63,-1.61,0.28
19,0.56,-1.54,0.35
20,0.49,-1.54,0.35
21,0.63,-1.47,0.42
22,0.70,-1.47,0.35
23,0.56,-1.54,0.28
24,0.56,-1.61,0.21
25,0.56,-1.54,0.42
26,0.56,-1.61,0.42
27,0.70,-1.54,0.35
28,0.49,-1.68,0.28
29,0.56,-1.61,0.35
30,0.56,-1.61,0.28
31,0.56,-1.54,0.42
32,0.56,-1.47,0.35
33,0.56,-1.68,0.28
34,0.63,-1.47,0.35
35,0.56,-1.40,0.35
36,0.63,-1.54,0.42
37,0.42,-1.61,0.35
38,0.63,-1.61,0.35
39,0.49,-1.61,0.42
40,0.63,-1.54,0.49
41,0.49,-1.47,0.49
42,0.63,-1.54,0.35
43,0.56,-1.61,0.42
44,0.49,-1.68,0.21
45,0.56,-1.54,0.42
46,0.56,-1.54,0.35
47,0.63,-1.47,0.42
48,0.42,-1.54,0.28
49,0.63,-1.61,0.35
50,0.56,-1.54,0.28
51,0.63,-1.61,0.28
52,0.49,-1.61,0.35
53,0.63,-1.47,0.35
54,0.63,-1.47,0.35
55,0.49,-1.61,0.14
56,0.56,-1.54,0.35
57,0.56,-1.47,0.49
58,0.84,-1.47,0.49
59,0.49,-1.61,0.28
60,0.63,-1.54,0.28
61,0.56,-1.61,0.42
62,0.56,-1.61,0.42
63,0.70,-1.47,0.49
64,0.42,-1.68,0.35
65,0.63,-1.47,0.35
66,0.49,-1.68,0.35
67,0.56,-1.54,0.35
68,0.49,-1.61,0.42
69,0.70,-1.47,0.49
70,0.56,-1.61,0.35
71,0.63,-1.61,0.35
72,0.49,-1.54,0.28
73,0.49,-1.54,0.35
74,0.63,-1.47,0.35
75,0.49,-1.68,0.28
76,0.56,-1.68,0.49
77,0.56,-1.54,0.21
78,0.70,-1.54,0.35
79,0.49,-1.54,0.28
80,0.63,-1.47,0.35
81,0.49,-1.54,0.28
82,0.56,-1.54,0.28
83,0.49,-1.54,0.42
84,0.56,-1.61,0.28
85,0.63,-1.40,0.28
86,0.49,-1.61,0.21
87,0.49,-1.68,0.35
88,0.49,-1.61,0.35
89,0.63,-1.54,0.56
