time,x,y,z
0.7018535999814048,0.56,-1.61,0.28
0.7018599000293761,0.63,-1.54,0.35
0.7018613000400364,0.49,-1.54,0.28
0.7018623000476509,0.49,-1.54,0.42
0.7018632999388501,0.56,-1.61,0.42
0.7018647999502718,0.56,-1.61,0.28
0.701865499955602,0.56,-1.68,0.28
0.7018667999655008,0.63,-1.54,0.49
0.7018676999723539,0.49,-1.68,0.42
0.7018691999837756,0.63,-1.61,0.35
0.7018699999898672,0.49,-1.47,0.28
0.7018709999974817,0.56,-1.4,0.35
0.7018722000066191,0.56,-1.61,0.35
0.7018735000165179,0.42,-1.68,0.28
0.7018747000256553,0.56,-1.54,0.28
0.7018761000363156,0.56,-1.61,0.28
0.7018770000431687,0.49,-1.68,0.42
0.7018781000515446,0.56,-1.75,0.35
0.7018792999442667,0.56,-1.61,0.49
0.7018804999534041,0.56,-1.61,0.35
0.7018816999625415,0.56,-1.61,0.28
0.7018829999724403,0.77,-1.54,0.49
0.7018845999846235,0.7,-1.61,0.35
0.7018858999945223,0.49,-1.61,0.42
0.7018873000051826,0.56,-1.61,0.42
0.7018887000158429,0.77,-1.54,0.49
0.7018900000257418,0.63,-1.61,0.28
0.7018909000325948,0.56,-1.61,0.56
0.7018922000424936,0.77,-1.54,0.42
0.7018931000493467,0.63,-1.61,0.28
0.7018940999405459,0.63,-1.68,0.35
0.7018948999466375,0.63,-1.54,0.42
0.7018959999550134,0.63,-1.61,0.28
0.7018975999671966,0.49,-1.54,0.21
0.7018985999748111,0.56,-1.82,0.28
0.7018994999816641,0.49,-1.61,0.42
0.7019002999877557,0.77,-1.4,0.42
0.7019011999946088,0.63,-1.68,0.35
0.7019023000029847,0.63,-1.61,0.35
0.7019032000098377,0.49,-1.68,0.21
0.7019043000182137,0.63,-1.61,0.28
0.7019056000281125,0.7,-1.68,0.35
0.7019065000349656,0.77,-1.47,0.49
0.7019074000418186,0.7,-1.47,0.49
0.701908600050956,0.63,-1.75,0.35
0.7019097999436781,0.56,-1.75,0.28
0.7019109999528155,0.49,-1.54,0.35
0.7019118999596685,0.63,-1.54,0.42
0.7019129999680445,0.63,-1.61,0.35
0.7019138999748975,0.63,-1.61,0.42
0.7019149999832734,0.49,-1.68,0.28
0.7019158999901265,0.56,-1.61,0.42
0.701916899997741,0.56,-1.75,0.21
0.7019182000076398,0.7,-1.61,0.35
0.7019192000152543,0.56,-1.54,0.21
0.7019201000221074,0.49,-1.54,0.35
0.7019212000304833,0.56,-1.54,0.35
0.7019221000373363,0.63,-1.54,0.42
0.7019231000449508,0.63,-1.61,0.35
0.70192409993615,0.63,-1.61,0.28
0.7019249999430031,0.7,-1.54,0.56
0.7019257999490947,0.63,-1.54,0.42
0.7019268999574706,0.56,-1.61,0.28
0.7019276999635622,0.42,-1.68,0.21
0.7019286999711767,0.63,-1.54,0.35
0.7019304999848828,0.56,-1.68,0.28
0.7019316999940202,0.56,-1.61,0.28
0.7019325000001118,0.7,-1.61,0.42
0.7019335000077263,0.56,-1.54,0.35
0.7019343000138178,0.42,-1.61,0.21
0.7019357000244781,0.56,-1.75,0.42
0.7019365000305697,0.63,-1.54,0.35
0.7019375000381842,0.56,-1.61,0.35
0.7019383000442758,0.56,-1.61,0.35
0.7019394999369979,0.56,-1.61,0.35
0.7019402999430895,0.56,-1.47,0.35
0.7019413999514654,0.56,-1.61,0.35
0.7019430999644101,0.77,-1.61,0.42
0.7019439999712631,0.56,-1.68,0.35
0.7019448999781162,0.56,-1.68,0.42
0.7019459999864921,0.63,-1.61,0.35
0.7019469999941066,0.63,-1.61,0.49
0.7019479000009596,0.77,-1.61,0.35
0.7019488000078127,0.63,-1.61,0.35
0.7019499000161886,0.63,-1.68,0.35
0.7019509000238031,0.49,-1.54,0.35
0.7019519000314176,0.56,-1.54,0.35
0.7019528000382707,0.56,-1.61,0.35
0.7019538000458851,0.49,-1.68,0.21
0.7019547999370843,0.49,-1.68,0.49
0.7019558999454603,0.7,-1.47,0.56
0.7019566999515519,0.7,-1.54,0.28
0.7019577999599278,0.49,-1.68,0.28
0.7019595999736339,0.56,-1.54,0.28
0.7019606999820098,0.77,-1.61,0.49
0.7019614999881014,0.77,-1.61,0.35
0.7019625999964774,0.63,-1.61,0.35
0.701963400002569,0.63,-1.61,0.28
0.7019645000109449,0.63,-1.61,0.42
0.7019656000193208,0.56,-1.61,0.28
0.7019668000284582,0.56,-1.68,0.14
0.7019677000353113,0.63,-1.61,0.28
0.7019685000414029,0.56,-1.68,0.28
0.7019694000482559,0.49,-1.61,0.42
0.7019704999402165,0.63,-1.54,0.42
0.7019711999455467,0.56,-1.54,0.28
0.7019718999508768,0.49,-1.68,0.28
0.7019726999569684,0.49,-1.61,0.14
0.7019738999661058,0.56,-1.68,0.28
0.7019756999798119,0.56,-1.61,0.42
0.701976399985142,0.63,-1.61,0.42
0.7019772999919951,0.63,-1.61,0.35
0.701978400000371,0.63,-1.61,0.42
0.7019794000079855,0.49,-1.61,0.35
0.7019802000140771,0.7,-1.61,0.49
0.701981500023976,0.56,-1.75,0.21
0.7019826000323519,0.63,-1.61,0.56
0.7019840000430122,0.63,-1.54,0.35
0.7019855999387801,0.56,-1.75,0.21
0.7019865999463946,0.63,-1.61,0.42
0.7019873999524862,0.7,-1.68,0.42
0.7019883999601007,0.42,-1.68,0.14
0.7019893999677151,0.56,-1.54,0.35
0.7019905999768525,0.63,-1.54,0.42
0.7019913999829441,0.63,-1.61,0.56
0.7019921999890357,0.63,-1.47,0.42
0.7019927999936044,0.56,-1.47,0.49
0.7019938000012189,0.56,-1.68,0.35
0.7019944000057876,0.63,-1.54,0.42
0.7019952000118792,0.63,-1.54,0.35
0.7019959000172094,0.7,-1.54,0.35
0.701996500021778,0.56,-1.68,0.35
0.7019972000271082,0.49,-1.75,0.35
0.7019978000316769,0.63,-1.61,0.35
0.701998500037007,0.7,-1.47,0.49
0.7019992000423372,0.49,-1.61,0.21
0.7020001000491902,0.56,-1.47,0.35
0.702000999939628,0.63,-1.61,0.28
0.7020015999441966,0.63,-1.68,0.42
0.7020021999487653,0.56,-1.54,0.42
0.7020030999556184,0.56,-1.4,0.28
0.7020039999624714,0.49,-1.68,0.35
0.7020046999678016,0.7,-1.47,0.42
0.7020052999723703,0.63,-1.54,0.42
0.702005899976939,0.7,-1.61,0.42
0.7020064999815077,0.56,-1.54,0.28
0.7020070999860764,0.56,-1.61,0.35
0.702007699990645,0.63,-1.54,0.49
0.7020083999959752,0.49,-1.82,0.14
0.7020092000020668,0.56,-1.61,0.28
0.7020099000073969,0.63,-1.54,0.35
0.7020105000119656,0.7,-1.61,0.35
0.7020112000172958,0.7,-1.61,0.42
0.7020119000226259,0.7,-1.68,0.35
0.7020131000317633,0.7,-1.68,0.28
0.7020139000378549,0.63,-1.61,0.63
0.702014800044708,0.63,-1.61,0.35
0.7020156000507995,0.63,-1.61,0.35
0.7020161999389529,0.49,-1.75,0.21
0.7020167999435216,0.63,-1.54,0.42
0.7020176999503747,0.63,-1.68,0.21
0.7020183999557048,0.56,-1.68,0.28
0.7020189999602735,0.56,-1.68,0.35
0.7020196999656036,0.56,-1.61,0.28
0.7020204999716952,0.42,-1.68,0.35
0.7020210999762639,0.49,-1.47,0.21
0.7020216999808326,0.63,-1.47,0.42
0.7020222999854013,0.49,-1.61,0.35
0.7020229999907315,0.49,-1.61,0.28
0.7020235999953002,0.49,-1.68,0.28
0.7020243000006303,0.7,-1.54,0.35
0.7020252000074834,0.7,-1.54,0.35
0.7020264000166208,0.63,-1.61,0.35
0.7020282000303268,0.63,-1.61,0.28
0.702028900035657,0.56,-1.54,0.35
0.7020295000402257,0.7,-1.61,0.42
0.7020302000455558,0.63,-1.68,0.35
0.7020310000516474,0.63,-1.61,0.42
0.7020316999405622,0.56,-1.75,0.28
0.7020322999451309,0.42,-1.68,0.28
0.7020329999504611,0.63,-1.61,0.49
0.7020337999565527,0.42,-1.68,0.28
0.7020343999611214,0.56,-1.61,0.35
0.7020350999664515,0.49,-1.54,0.42
0.7020357999717817,0.63,-1.54,0.28
0.7020363999763504,0.63,-1.61,0.35
0.7020370999816805,0.63,-1.61,0.35
0.7020377999870107,0.77,-1.61,0.28
0.7020383999915794,0.7,-1.68,0.35
0.7020390999969095,0.56,-1.68,0.35
0.7020397000014782,0.49,-1.61,0.28
0.7020403000060469,0.63,-1.61,0.21
0.7020409000106156,0.63,-1.68,0.35
0.7020415000151843,0.56,-1.75,0.28
0.7020422000205144,0.77,-1.54,0.63
0.7020431000273675,0.7,-1.61,0.28
0.7020439000334591,0.49,-1.68,0.35
0.7020445000380278,0.56,-1.61,0.42
0.7020451000425965,0.56,-1.47,0.28
0.7020457000471652,0.7,-1.75,0.28
0.70204639993608,0.63,-1.61,0.49
