time,x,y,z
0.0,0.56,-1.68,0.35
6.00004568696022e-06,0.56,-1.54,0.28
7.0999376475811005e-06,0.63,-1.68,0.42
7.899943739175797e-06,0.63,-1.47,0.42
8.899951353669167e-06,0.7,-1.54,0.42
1.009996049106121e-05,0.7,-1.54,0.42
1.1299969628453255e-05,0.63,-1.54,0.42
1.2599979527294636e-05,0.56,-1.61,0.42
1.3899989426136017e-05,0.56,-1.61,0.35
1.4999997802078724e-05,0.63,-1.61,0.35
1.5600002370774746e-05,0.63,-1.54,0.42
1.7000013031065464e-05,0.49,-1.61,0.35
1.8000020645558834e-05,0.7,-1.54,0.35
1.880002673715353e-05,0.49,-1.68,0.28
1.9400031305849552e-05,0.49,-1.61,0.35
2.010003663599491e-05,0.56,-1.68,0.35
2.0900042727589607e-05,0.7,-1.54,0.35
2.1900050342082977e-05,0.77,-1.47,0.56
2.2399937734007835e-05,0.7,-1.47,0.42
2.319994382560253e-05,0.49,-1.54,0.35
2.4099950678646564e-05,0.7,-1.61,0.49
2.519995905458927e-05,0.77,-1.61,0.35
2.619996666908264e-05,0.63,-1.54,0.49
2.7099973522126675e-05,0.63,-1.54,0.21
2.7999980375170708e-05,0.56,-1.75,0.28
2.9199989512562752e-05,0.49,-1.61,0.35
3.0199997127056122e-05,0.42,-1.68,0.35
3.1100003980100155e-05,0.63,-1.61,0.35
3.23000131174922e-05,0.63,-1.4,0.35
3.3100019209086895e-05,0.56,-1.47,0.49
3.390002530068159e-05,0.63,-1.54,0.42
3.4800032153725624e-05,0.56,-1.61,0.35
3.5800039768218994e-05,0.49,-1.68,0.35
3.750005271285772e-05,0.63,-1.54,0.28
3.85999446734786e-05,0.56,-1.61,0.35
3.9899954572319984e-05,0.49,-1.54,0.28
4.069996066391468e-05,0.63,-1.61,0.35
4.169996827840805e-05,0.63,-1.61,0.42
4.2599975131452084e-05,0.7,-1.54,0.42
4.339998122304678e-05,0.77,-1.54,0.35
4.4199987314641476e-05,0.7,-1.54,0.49
4.539999645203352e-05,0.7,-1.61,0.49
4.6200002543628216e-05,0.63,-1.68,0.35
4.700000863522291e-05,0.49,-1.54,0.35
4.7900015488266945e-05,0.56,-1.61,0.42
4.9200025387108326e-05,0.56,-1.54,0.28
5.000003147870302e-05,0.7,-1.54,0.49
5.1200040616095066e-05,0.49,-1.68,0.28
5.21000474691391e-05,0.63,-1.61,0.49
5.289993714541197e-05,0.56,-1.61,0.49
5.3799943998456e-05,0.63,-1.68,0.35
5.479995161294937e-05,0.63,-1.54,0.35
5.589995998889208e-05,0.7,-1.4,0.42
5.719996988773346e-05,0.56,-1.61,0.35
5.809997674077749e-05,0.49,-1.61,0.28
5.8699981309473515e-05,0.56,-1.61,0.42
5.91999851167202e-05,0.7,-1.61,0.42
6.009999196976423e-05,0.63,-1.61,0.35
6.0699996538460255e-05,0.42,-1.68,0.21
6.140000186860561e-05,0.7,-1.54,0.42
6.220000796020031e-05,0.63,-1.61,0.35
6.280001252889633e-05,0.56,-1.68,0.21
6.350001785904169e-05,0.56,-1.54,0.42
6.420002318918705e-05,0.56,-1.61,0.21
6.500002928078175e-05,0.49,-1.54,0.35
6.65000407025218e-05,0.42,-1.54,0.28
6.720004603266716e-05,0.49,-1.61,0.42
6.790005136281252e-05,0.77,-1.61,0.35
6.849993951618671e-05,0.49,-1.68,0.28
6.939994636923075e-05,0.56,-1.68,0.28
7.00999516993761e-05,0.42,-1.75,0.21
7.099995855242014e-05,0.42,-1.61,0.28
7.149996235966682e-05,0.56,-1.68,0.28
7.229996845126152e-05,0.63,-1.61,0.28
7.299997378140688e-05,0.56,-1.61,0.35
7.369997911155224e-05,0.63,-1.61,0.35
7.419998291879892e-05,0.63,-1.54,0.42
7.539999205619097e-05,0.56,-1.47,0.35
7.579999510198832e-05,0.56,-1.61,0.49
7.650000043213367e-05,0.56,-1.61,0.35
7.71000050008297e-05,0.7,-1.68,0.35
7.770000956952572e-05,0.7,-1.61,0.49
7.840001489967108e-05,0.42,-1.68,0.28
7.890001870691776e-05,0.49,-1.68,0.28
7.960002403706312e-05,0.56,-1.54,0.35
8.020002860575914e-05,0.63,-1.54,0.42
8.09000339359045e-05,0.7,-1.47,0.42
8.160003926604986e-05,0.7,-1.4,0.35
8.220004383474588e-05,0.63,-1.54,0.42
8.28000484034419e-05,0.63,-1.68,0.49
8.349993731826544e-05,0.77,-1.54,0.49
8.429994340986013e-05,0.56,-1.61,0.21
8.479994721710682e-05,0.7,-1.54,0.49
8.639995940029621e-05,0.56,-1.61,0.42
8.699996396899223e-05,0.63,-1.61,0.35
8.759996853768826e-05,0.7,-1.61,0.42
8.809997234493494e-05,0.7,-1.54,0.35
8.869997691363096e-05,0.63,-1.68,0.28
8.919998072087765e-05,0.56,-1.47,0.42
8.979998528957367e-05,0.49,-1.54,0.35
9.029998909682035e-05,0.56,-1.54,0.49
