time,x,y,z
0.0,0.56,-1.61,0.28
6.100046448409557e-06,0.49,-1.68,0.28
7.70005863159895e-06,0.63,-1.68,0.35
8.600065484642982e-06,0.49,-1.47,0.28
9.600073099136353e-06,0.63,-1.61,0.21
1.0899966582655907e-05,0.49,-1.54,0.14
1.1899974197149277e-05,0.56,-1.47,0.42
1.2699980288743973e-05,0.7,-1.54,0.42
1.379998866468668e-05,0.63,-1.54,0.28
1.4899997040629387e-05,0.56,-1.61,0.42
1.580000389367342e-05,0.56,-1.68,0.49
1.6600009985268116e-05,0.63,-1.54,0.35
1.7600017599761486e-05,0.7,-1.54,0.42
1.8600025214254856e-05,0.63,-1.61,0.42
1.9600032828748226e-05,0.56,-1.61,0.21
2.0600040443241596e-05,0.7,-1.54,0.56
2.150004729628563e-05,0.77,-1.54,0.42
2.2600055672228336e-05,0.63,-1.54,0.35
2.3400061763823032e-05,0.56,-1.75,0.35
2.450007013976574e-05,0.49,-1.68,0.21
2.5400076992809772e-05,0.49,-1.54,0.28
2.619996666908264e-05,0.63,-1.68,0.35
2.7099973522126675e-05,0.63,-1.54,0.42
2.8099981136620045e-05,0.56,-1.47,0.42
2.889998722821474e-05,0.56,-1.68,0.28
2.9999995604157448e-05,0.49,-1.68,0.35
3.190001007169485e-05,0.7,-1.54,0.42
3.300001844763756e-05,0.63,-1.61,0.35
3.42000275850296e-05,0.63,-1.54,0.28
3.490003291517496e-05,0.56,-1.54,0.42
3.570003900676966e-05,0.77,-1.54,0.42
3.650004509836435e-05,0.7,-1.61,0.49
3.7100049667060375e-05,0.63,-1.54,0.42
3.830005880445242e-05,0.56,-1.61,0.35
3.900006413459778e-05,0.63,-1.54,0.49
3.990007098764181e-05,0.63,-1.54,0.42
4.070007707923651e-05,0.63,-1.54,0.42
4.169996827840805e-05,0.56,-1.47,0.42
4.2899977415800095e-05,0.63,-1.54,0.35
4.379998426884413e-05,0.56,-1.54,0.28
4.4599990360438824e-05,0.56,-1.61,0.28
4.579999949783087e-05,0.49,-1.61,0.28
4.650000482797623e-05,0.42,-1.54,0.21
4.730001091957092e-05,0.56,-1.54,0.49
4.7900015488266945e-05,0.49,-1.54,0.35
4.8600020818412304e-05,0.49,-1.75,0.28
4.950002767145634e-05,0.56,-1.68,0.35
5.030003376305103e-05,0.63,-1.61,0.28
5.1200040616095066e-05,0.63,-1.68,0.35
5.1900045946240425e-05,0.63,-1.68,0.42
5.270005203783512e-05,0.63,-1.54,0.49
5.350005812942982e-05,0.7,-1.54,0.49
5.4200063459575176e-05,0.63,-1.61,0.35
5.540007259696722e-05,0.63,-1.68,0.28
5.630007945001125e-05,0.7,-1.61,0.28
5.709996912628412e-05,0.49,-1.61,0.49
5.789997521787882e-05,0.56,-1.61,0.28
5.8999983593821526e-05,0.49,-1.68,0.35
5.989999044686556e-05,0.63,-1.61,0.35
6.059999577701092e-05,0.56,-1.68,0.35
6.140000186860561e-05,0.49,-1.61,0.28
6.200000643730164e-05,0.49,-1.61,0.42
6.290001329034567e-05,0.56,-1.68,0.35
6.360001862049103e-05,0.63,-1.68,0.42
6.440002471208572e-05,0.49,-1.75,0.28
6.590003613382578e-05,0.7,-1.54,0.49
6.690004374831915e-05,0.56,-1.61,0.42
6.760004907846451e-05,0.63,-1.54,0.42
6.84000551700592e-05,0.49,-1.68,0.21
6.930006202310324e-05,0.63,-1.61,0.28
6.990006659179926e-05,0.7,-1.54,0.42
7.070007268339396e-05,0.77,-1.61,0.35
7.150007877498865e-05,0.7,-1.54,0.42
7.209996692836285e-05,0.7,-1.61,0.42
7.309997454285622e-05,0.56,-1.61,0.28
7.369997911155224e-05,0.56,-1.61,0.35
7.43999844416976e-05,0.63,-1.54,0.35
7.569999434053898e-05,0.77,-1.61,0.49
7.639999967068434e-05,0.56,-1.61,0.21
7.700000423938036e-05,0.77,-1.54,0.49
7.780001033097506e-05,0.56,-1.61,0.21
7.850001566112041e-05,0.56,-1.54,0.35
7.910002022981644e-05,0.77,-1.61,0.42
7.970002479851246e-05,0.63,-1.61,0.42
8.040003012865782e-05,0.63,-1.61,0.28
8.110003545880318e-05,0.63,-1.54,0.49
8.17000400274992e-05,0.7,-1.47,0.42
8.240004535764456e-05,0.63,-1.61,0.42
8.310005068778992e-05,0.63,-1.61,0.28
8.380005601793528e-05,0.56,-1.61,0.28
8.450006134808064e-05,0.77,-1.54,0.42
8.510006591677666e-05,0.63,-1.61,0.35
8.570007048547268e-05,0.7,-1.61,0.49
8.759996853768826e-05,0.7,-1.54,0.49
8.839997462928295e-05,0.63,-1.68,0.28
8.899997919797897e-05,0.49,-1.54,0.42
8.969998452812433e-05,0.7,-1.61,0.42
9.039998985826969e-05,0.7,-1.61,0.35
9.099999442696571e-05,0.7,-1.54,0.49
9.169999975711107e-05,0.63,-1.54,0.28
9.240000508725643e-05,0.56,-1.61,0.35
9.300000965595245e-05,0.7,-1.54,0.35
9.370001498609781e-05,0.7,-1.54,0.49
9.440002031624317e-05,0.7,-1.54,0.56
9.50000248849392e-05,0.63,-1.4,0.42
9.61000332608819e-05,0.63,-1.54,0.42
9.750004392117262e-05,0.56,-1.61,0.42
9.860005229711533e-05,0.63,-1.61,0.21
